msoa_code,imd15_score
E02004761,5.59
E02004764,11.24
E02004765,6.36
E02004766,25.78
E02004767,38.10
E02004768,19.74
E02004769,42.17
E02004770,37.56
E02004771,40.98
E02004772,13.87
E02004774,9.29
E02004775,14.11
E02004776,12.49
E02004777,20.28
E02004778,17.58
E02004779,11.91
E02004780,18.05
E02004781,9.96
E02004782,18.59
E02004783,10.99
E02004784,9.36
E02004785,12.20
E02004786,11.22
E02004787,8.47
E02004788,9.44
E02004789,15.07
E02004790,15.27
E02004791,24.13
E02004792,14.76
E02004793,6.82
E02004794,10.05
E02004795,12.07
E02004796,7.26
E02004797,16.12
E02004798,23.14
E02004799,14.55
E02004800,5.70
E02004801,5.94
E02004802,19.45
E02004803,27.69
E02004804,7.70
E02004805,5.09
E02004806,7.71
E02004807,14.93
E02004808,12.57
E02004809,18.88
E02004810,16.63
E02004811,19.33
E02004812,9.45
E02004813,25.47
E02004814,6.51
E02004815,27.69
E02004816,17.96
E02004817,14.23
E02004818,7.43
E02004819,7.09
E02004820,10.34
E02004821,8.66
E02004822,12.06
E02004823,5.21
E02004824,12.23
E02004825,7.80
E02004826,12.63
E02004827,4.01
E02004828,5.47
E02004829,7.53
E02004830,8.62
E02004831,6.04
E02004832,7.61
E02004833,6.64
E02004834,18.66
E02004835,8.08
E02004836,18.24
E02004837,4.72
E02004838,4.72
E02004839,8.26
E02004840,6.84
E02004841,11.76
E02004842,8.26
E02004843,9.35
E02004844,17.60
E02004845,17.89
E02004846,6.12
E02004847,19.85
E02004848,15.95
E02004849,7.65
E02004850,18.24
E02004851,19.80
E02004852,16.45
E02004853,23.44
E02004854,18.09
E02004855,31.97
E02004856,8.91
E02004857,6.04
E02004858,9.59
E02004859,5.42
E02004860,15.56
E02004861,6.10
E02004862,21.88
E02004863,26.79
E02004864,2.97
E02004865,15.04
E02004866,16.24
E02004867,5.39
E02004868,19.90
E02004869,6.06
E02004870,17.32
E02004871,11.81
E02004872,11.13
E02004873,7.28
E02004874,15.43
E02004875,16.62
E02004876,6.63
E02004877,5.69
E02004878,7.75
E02004879,10.12
E02004880,5.27
E02004881,5.95
E02004882,5.95
E02004883,7.06
E02004884,10.50
E02004885,4.67
E02004886,13.55
E02004887,8.49
E02004888,7.10
E02004889,10.29
E02004890,6.34
E02004891,6.27
E02004892,15.47
E02004893,5.13
E02004894,8.78
E02004895,9.07
E02004896,7.33
E02004897,8.97
E02004898,17.31
E02004899,13.57
E02004900,5.04
E02004901,26.49
E02004902,17.78
E02004903,14.28
E02004904,17.64
E02004905,9.05
E02004906,15.31
E02004907,9.34
E02004908,7.12
E02004909,13.26
E02004910,5.91
E02004911,19.76
E02004912,10.86
E02004913,9.11
E02004914,16.45
E02004915,21.19
E02004916,10.89
E02004917,20.01
E02004918,10.06
E02004919,11.71
E02004920,12.02
E02004921,5.57
E02004922,11.79
E02004923,7.32
E02004924,4.07
E02004925,6.57
E02004926,2.53
E02004927,8.34
E02004928,3.56
E02004929,9.37
E02004930,6.37
E02004931,5.97
E02004932,12.94
E02004933,2.53
E02004934,7.18
E02004935,10.24
E02004936,4.69
E02004937,3.60
E02004938,11.42
E02004939,12.68
E02004940,13.17
E02004941,11.15
E02004942,9.91
E02004943,5.84
E02004944,18.16
E02004945,15.45
E02004946,19.37
E02004947,7.51
E02004948,16.94
E02004949,21.58
E02004950,16.38
E02004951,28.44
E02004952,18.11
E02004953,22.51
E02004954,20.01
E02004955,16.43
E02004956,9.29
E02004957,12.78
E02004958,6.36
E02004959,4.56
E02004960,2.31
E02004961,3.65
E02004962,7.05
E02004963,16.74
E02004964,14.14
E02004965,12.66
E02004966,2.93
E02004967,27.32
E02004968,17.22
E02004969,12.48
E02004970,21.00
E02004971,16.63
E02004972,7.91
E02004973,16.32
E02004974,8.04
E02004975,8.23
E02004976,27.18
E02004977,16.30
E02004978,21.98
E02004979,11.04
E02004980,2.72
E02004981,8.62
E02004982,8.39
E02004983,14.11
E02004984,13.76
E02004985,8.59
E02004986,26.18
E02004987,13.26
E02004988,15.09
E02004989,13.76
E02004990,15.68
E02004991,18.38
E02004992,16.45
E02004993,13.10
E02004994,4.94
E02004995,5.18
E02004996,15.07
E02004997,18.42
E02004998,9.10
E02004999,16.07
E02005000,25.07
E02005001,12.37
E02005002,24.97
E02005003,31.02
E02005004,14.04
E02005005,13.78
E02005006,15.97
E02005007,14.39
E02005008,13.03
E02005009,15.94
E02005010,32.35
E02005011,13.14
E02005012,22.35
E02005013,22.20
E02005014,7.69
E02005015,11.69
E02005016,16.67
E02005017,13.32
E02005018,16.35
E02005019,18.67
E02005020,18.78
E02005021,6.04
E02005022,14.93
E02005023,30.79
E02005025,11.65
E02005026,14.43
E02005027,12.05
E02005028,37.12
E02005029,14.96
E02005030,15.01
E02005031,28.07
E02005032,18.58
E02005033,23.12
E02005034,5.75
E02005035,11.93
E02005036,27.92
E02005037,8.17
E02005038,12.82
E02005039,20.50
E02005040,9.58
E02005041,15.04
E02005042,15.52
E02005043,17.44
E02005044,16.35
E02005045,19.56
E02005046,25.99
E02005047,19.69
E02005048,15.43
E02005049,10.79
E02005050,10.63
E02005051,35.97
E02005052,32.28
E02005053,38.65
E02005054,13.99
E02005055,32.01
E02005056,37.41
E02005057,24.16
E02005058,23.42
E02005059,13.06
E02005060,20.57
E02005061,32.40
E02005062,14.40
E02005063,16.69
E02005064,10.88
E02005065,32.32
E02005066,6.27
E02005067,10.92
E02005068,12.23
E02005069,8.50
E02005070,4.70
E02005071,25.64
E02005072,4.16
E02005073,19.28
E02005074,5.04
E02005075,15.40
E02005076,22.39
E02005077,23.04
E02005078,15.55
E02005079,7.79
E02005080,40.02
E02005081,12.98
E02005082,12.77
E02005083,9.19
E02005084,14.26
E02005085,17.21
E02005086,9.42
E02005087,10.81
E02005088,31.71
E02005089,9.80
E02005090,9.20
E02005091,10.59
E02005093,12.16
E02005094,10.08
E02005095,6.78
E02005096,9.90
E02005097,4.32
E02005098,6.04
E02005099,11.08
E02005100,15.21
E02005101,13.95
E02005102,11.85
E02005103,14.41
E02005104,31.06
E02005105,35.68
E02005106,19.17
E02005107,13.00
E02005109,8.38
E02005110,15.55
E02005111,22.10
E02005112,27.45
E02005113,18.50
E02005114,24.66
E02005115,54.13
E02005116,57.94
E02005117,24.24
E02005118,23.69
E02005119,34.46
E02005120,50.66
E02005121,17.33
E02005122,15.44
E02005123,20.04
E02005124,40.05
E02005125,23.25
E02005126,14.68
E02005127,9.87
E02005128,19.63
E02005129,22.36
E02005130,21.63
E02005131,15.37
E02005132,73.62
E02005133,16.53
E02005134,53.53
E02005135,35.31
E02005136,22.25
E02005137,47.95
E02005138,27.19
E02005139,16.22
E02005140,11.26
E02005141,14.26
E02005142,22.70
E02005143,24.90
E02005144,47.62
E02005145,18.54
E02005146,29.45
E02005147,47.95
E02005148,13.10
E02005149,10.37
E02005150,18.12
E02005151,11.45
E02005153,12.67
E02005154,9.00
E02005155,6.73
E02005156,11.84
E02005157,19.49
E02005158,6.09
E02005159,9.31
E02005160,11.66
E02005161,8.22
E02005162,10.58
E02005163,8.47
E02005164,13.57
E02005165,8.88
E02005166,26.77
E02005167,5.47
E02005168,4.39
E02005169,12.27
E02005170,6.74
E02005171,21.02
E02005172,11.71
E02005173,4.97
E02005174,12.65
E02005175,11.37
E02005176,19.82
E02005177,37.58
E02005178,58.72
E02005179,35.51
E02005180,16.29
E02005181,36.82
E02005182,53.00
E02005183,30.25
E02005184,12.63
E02005185,64.44
E02005186,17.56
E02005189,34.78
E02005190,10.90
E02005191,10.65
E02005192,9.06
E02005193,8.29
E02005194,23.68
E02005195,11.66
E02005196,14.29
E02005197,31.59
E02005198,25.85
E02005199,7.44
E02005200,27.60
E02005201,18.81
E02005202,12.34
E02005203,13.13
E02005204,12.87
E02005205,12.36
E02005206,19.87
E02005207,12.71
E02005208,25.66
E02005209,11.79
E02005210,10.80
E02005211,9.42
E02005212,26.10
E02005213,24.30
E02005214,27.51
E02005215,34.64
E02005216,40.08
E02005217,55.82
E02005218,29.85
E02005219,24.31
E02005220,17.48
E02005221,13.85
E02005222,13.82
E02005223,8.46
E02005224,18.27
E02005225,10.42
E02005226,50.50
E02005228,29.93
E02005229,58.93
E02005230,38.51
E02005231,39.34
E02005233,23.89
E02005234,24.47
E02005235,14.60
E02005236,22.97
E02005237,16.20
E02005238,15.24
E02005239,10.72
E02005240,19.59
E02005241,21.31
E02005242,17.07
E02005243,35.66
E02005244,31.05
E02005245,12.20
E02005246,43.54
E02005247,9.96
E02005248,51.44
E02005249,47.86
E02005250,40.49
E02005251,24.66
E02005252,31.94
E02005253,12.96
E02005254,7.40
E02005255,7.02
E02005256,8.67
E02005257,35.63
E02005258,13.30
E02005259,32.77
E02005260,12.61
E02005261,52.32
E02005262,12.25
E02005263,33.76
E02005264,26.75
E02005265,25.30
E02005266,49.69
E02005267,41.06
E02005268,36.98
E02005269,37.78
E02005270,14.15
E02005271,9.41
E02005272,17.65
E02005273,8.28
E02005274,7.07
E02005275,8.82
E02005276,10.36
E02005277,5.68
E02005278,12.41
E02005279,27.25
E02005280,31.52
E02005281,24.97
E02005284,11.88
E02005285,11.27
E02005286,22.25
E02005287,4.03
E02005288,11.01
E02005289,4.99
E02005290,7.82
E02005291,13.15
E02005292,21.21
E02005293,18.44
E02005294,18.24
E02005295,13.30
E02005296,6.32
E02005297,6.60
E02005298,11.97
E02005299,17.40
E02005300,13.86
E02005301,23.93
E02005302,10.08
E02005303,32.05
E02005304,8.35
E02005305,17.34
E02005306,18.29
E02005307,13.43
E02005308,7.50
E02005309,10.77
E02005310,12.52
E02005311,12.22
E02005312,16.26
E02005313,43.07
E02005314,26.21
E02005315,7.53
E02005316,42.32
E02005317,53.24
E02005318,14.59
E02005319,48.03
E02005320,24.30
E02005321,33.71
E02005322,15.66
E02005323,32.62
E02005324,10.79
E02005325,10.10
E02005326,26.46
E02005327,13.69
E02005328,10.82
E02005329,19.15
E02005330,8.51
E02005331,13.29
E02005332,8.28
E02005334,8.42
E02005335,7.84
E02005336,14.67
E02005337,14.74
E02005338,11.73
E02005339,6.01
E02005340,12.65
E02005341,8.65
E02005342,8.96
E02005343,6.81
E02005344,10.05
E02005345,9.82
E02005346,34.33
E02005347,19.80
E02005348,11.03
E02005349,11.87
E02005350,14.05
E02005351,13.67
E02005352,6.92
E02005353,23.30
E02005354,4.30
E02005355,8.33
E02005356,9.14
E02005357,13.30
E02005358,9.25
E02005359,8.54
E02005360,7.20
E02005361,12.74
E02005362,15.79
E02005363,9.12
E02005364,10.35
E02005365,16.55
E02005366,13.06
E02005368,10.69
E02005369,6.15
E02005370,5.05
E02005371,9.12
E02005372,8.84
E02005373,6.08
E02005374,17.74
E02005375,6.96
E02005376,8.81
E02005377,10.33
E02005378,5.68
E02005379,8.04
E02005380,9.63
E02005381,10.64
E02005382,17.09
E02005383,17.25
E02005384,10.52
E02005385,7.61
E02005386,20.98
E02005387,15.60
E02005388,20.06
E02005389,16.99
E02005390,4.80
E02005391,8.96
E02005392,7.73
E02005393,12.78
E02005394,19.21
E02005395,16.16
E02005396,13.92
E02005397,13.28
E02005398,8.28
E02005399,10.29
E02005400,15.61
E02005401,12.09
E02005402,11.76
E02005403,11.66
E02005404,17.05
E02005405,33.42
E02005406,20.63
E02005407,9.95
E02005408,13.52
E02005409,15.24
E02005412,12.94
E02005414,24.66
E02005415,23.61
E02005416,7.60
E02005417,24.99
E02005418,38.43
E02005419,29.75
E02005420,25.57
E02005422,24.24
E02005423,22.96
E02005424,13.95
E02005425,20.16
E02005426,26.92
E02005427,19.02
E02005428,49.21
E02005429,38.70
E02005430,22.94
E02005431,28.28
E02005432,23.49
E02005433,49.40
E02005434,18.81
E02005435,35.98
E02005436,26.29
E02005437,53.35
E02005438,40.22
E02005439,14.16
E02005440,37.53
E02005441,22.58
E02005442,45.05
E02005443,25.88
E02005444,18.58
E02005445,41.77
E02005446,24.02
E02005447,40.82
E02005448,38.28
E02005449,19.43
E02005450,13.86
E02005451,45.26
E02005452,16.68
E02005453,4.48
E02005455,8.61
E02005456,10.45
E02005457,11.29
E02005458,10.11
E02005459,22.44
E02005460,9.05
E02005461,11.85
E02005462,18.90
E02005463,8.51
E02005464,15.46
E02005465,17.78
E02005466,23.08
E02005467,18.80
E02005468,17.60
E02005469,17.60
E02005470,14.43
E02005471,20.90
E02005472,26.01
E02005473,12.46
E02005474,21.23
E02005475,15.50
E02005476,12.45
E02005477,9.83
E02005478,21.55
E02005479,11.68
E02005480,33.92
E02005481,23.14
E02005482,10.32
E02005483,16.28
E02005484,15.58
E02005485,7.89
E02005486,13.31
E02005487,7.53
E02005488,11.70
E02005489,7.57
E02005490,14.44
E02005491,8.13
E02005492,14.95
E02005493,13.30
E02005494,19.74
E02005495,41.12
E02005496,19.49
E02005497,40.22
E02005498,17.79
E02005499,10.72
E02005500,10.49
E02005501,6.24
E02005502,15.01
E02005503,15.97
E02005504,19.56
E02005505,18.59
E02005506,17.08
E02005507,19.92
E02005508,15.68
E02005509,26.74
E02005510,19.55
E02005511,17.85
E02005512,22.42
E02005513,15.44
E02005514,19.83
E02005515,12.80
E02005516,14.70
E02005517,36.35
E02005518,14.22
E02005519,32.69
E02005520,14.65
E02005521,17.25
E02005522,13.92
E02005523,12.61
E02005524,10.10
E02005525,7.51
E02005526,9.27
E02005527,11.42
E02005528,9.33
E02005529,11.55
E02005530,9.72
E02005531,12.62
E02005532,8.38
E02005533,9.94
E02005534,9.24
E02005535,8.95
E02005536,9.30
E02005537,14.09
E02005538,22.34
E02005539,19.22
E02005540,21.12
E02005541,37.93
E02005542,58.40
E02005543,71.91
E02005544,43.49
E02005545,10.66
E02005546,38.99
E02005547,22.05
E02005548,34.53
E02005549,20.99
E02005550,14.34
E02005551,26.32
E02005552,23.28
E02005553,18.05
E02005554,17.09
E02005555,7.18
E02005556,15.01
E02005557,50.82
E02005558,23.33
E02005559,29.03
E02005560,26.63
E02005561,38.82
E02005562,21.50
E02005563,27.29
E02005564,14.38
E02005565,21.02
E02005566,26.65
E02005567,19.21
E02005568,21.03
E02005569,21.12
E02005570,15.23
E02005571,22.17
E02005572,25.86
E02005573,20.00
E02005574,19.60
E02005575,21.77
E02005576,21.74
E02005577,21.24
E02005578,26.31
E02005579,19.51
E02005580,19.76
E02005581,23.07
E02005582,25.35
E02005583,19.86
E02005584,31.03
E02005585,42.03
E02005586,25.89
E02005587,35.95
E02005588,33.40
E02005589,36.99
E02005590,42.68
E02005592,9.10
E02005593,20.54
E02005594,19.48
E02005595,8.41
E02005596,34.94
E02005597,12.73
E02005598,9.14
E02005599,8.10
E02005600,14.47
E02005601,13.60
E02005602,8.19
E02005603,10.16
E02005604,13.21
E02005605,10.09
E02005606,19.42
E02005607,13.19
E02005608,17.21
E02005609,14.89
E02005610,16.90
E02005611,17.28
E02005612,17.46
E02005613,24.61
E02005614,22.98
E02005615,24.14
E02005616,39.03
E02005617,44.66
E02005619,13.22
E02005620,7.61
E02005621,11.56
E02005622,6.38
E02005623,8.72
E02005624,12.81
E02005625,21.77
E02005626,29.29
E02005627,13.65
E02005628,11.57
E02005629,14.41
E02005630,9.17
E02005631,10.26
E02005632,11.72
E02005633,13.10
E02005634,18.18
E02005635,11.82
E02005636,18.74
E02005637,27.34
E02005638,7.43
E02005639,11.46
E02005640,12.90
E02005641,20.83
E02005642,10.39
E02005643,43.01
E02005644,34.23
E02005645,20.58
E02005646,9.40
E02005647,26.38
E02005648,7.08
E02005649,12.46
E02005650,15.06
E02005651,9.86
E02005652,15.94
E02005653,37.32
E02005654,33.66
E02005655,15.32
E02005656,41.99
E02005657,15.88
E02005658,38.98
E02005659,19.88
E02005660,39.81
E02005661,36.46
E02005662,19.42
E02005663,7.95
E02005664,26.71
E02005665,19.36
E02005666,49.52
E02005667,24.39
E02005668,11.58
E02005669,5.17
E02005670,46.18
E02005671,18.80
E02005672,35.16
E02005673,25.37
E02005674,37.49
E02005675,33.64
E02005676,24.38
E02005677,17.16
E02005678,12.42
E02005679,6.57
E02005680,6.01
E02005681,7.42
E02005682,7.25
E02005683,7.71
E02005684,7.82
E02005685,10.54
E02005686,8.36
E02005687,8.99
E02005688,6.56
E02005689,3.48
E02005690,10.45
E02005691,8.95
E02005692,16.53
E02005693,25.74
E02005694,8.98
E02005695,27.86
E02005696,40.85
E02005697,31.12
E02005698,27.54
E02005699,31.02
E02005700,8.94
E02005701,11.57
E02005702,9.78
E02005703,19.63
E02005704,17.35
E02005705,15.86
E02005706,22.01
E02005707,17.13
E02005708,19.32
E02005709,51.17
E02005710,33.40
E02005711,36.25
E02005712,26.93
E02005713,8.44
E02005714,3.52
E02005715,32.67
E02005716,20.24
E02005717,13.75
E02005718,13.20
E02005719,19.92
E02005720,26.03
E02005721,16.13
E02005722,14.70
E02005723,22.17
E02005724,4.23
E02005725,7.80
E02005726,8.01
E02005727,17.77
E02005728,19.03
E02005729,8.89
E02005730,13.31
E02005731,14.25
E02005732,8.50
E02005733,15.55
E02005734,39.50
E02005735,43.72
E02005736,40.01
E02005737,24.49
E02005738,15.68
E02005739,22.92
E02005740,31.36
E02005741,13.79
E02005742,13.71
E02005743,11.07
E02005744,12.09
E02005745,7.74
E02005746,11.98
E02005747,23.03
E02005748,10.77
E02005749,9.66
E02005750,14.50
E02005751,7.64
E02005752,15.70
E02005753,16.71
E02005754,7.85
E02005755,9.93
E02005756,12.89
E02005757,12.80
E02005758,15.42
E02005759,12.65
E02005760,10.32
E02005761,12.56
E02005762,6.46
E02005763,10.81
E02005764,14.87
E02005765,9.43
E02005766,12.91
E02005767,5.94
E02005768,6.00
E02005769,14.45
E02005770,9.01
E02005771,12.69
E02005772,4.32
E02005773,23.99
E02005774,13.30
E02005775,12.92
E02005776,10.37
E02005777,5.37
E02005778,11.96
E02005779,6.02
E02005780,4.40
E02005781,6.00
E02005782,13.86
E02005783,12.33
E02005784,9.30
E02005785,14.16
E02005786,16.04
E02005787,13.47
E02005788,14.51
E02005789,12.98
E02005790,16.46
E02005791,20.55
E02005794,13.70
E02005795,23.36
E02005796,22.46
E02005797,23.76
E02005798,15.08
E02005799,9.51
E02005800,47.10
E02005801,42.29
E02005802,26.72
E02005803,24.11
E02005804,34.29
E02005805,14.81
E02005806,38.23
E02005807,11.87
E02005808,23.84
E02005809,8.86
E02005810,10.28
E02005811,8.50
E02005812,8.76
E02005813,29.64
E02005814,13.80
E02005815,6.90
E02005816,10.62
E02005817,11.48
E02005818,14.48
E02005819,29.05
E02005820,15.73
E02005821,32.95
E02005822,30.63
E02005823,47.88
E02005824,17.10
E02005825,27.38
E02005826,40.46
E02005827,18.60
E02005828,18.80
E02005829,19.03
E02005830,15.75
E02005831,19.84
E02005832,26.79
E02005833,13.19
E02005834,35.47
E02005835,24.39
E02005836,11.67
E02005837,15.37
E02005838,28.92
E02005839,18.53
E02005840,14.77
E02005842,20.63
E02005843,23.04
E02005844,22.31
E02005846,58.03
E02005847,22.78
E02005848,20.95
E02005849,20.32
E02005850,15.36
E02005851,36.45
E02005852,11.24
E02005853,13.84
E02005856,6.00
E02005857,21.68
E02005858,14.22
E02005859,16.29
E02005860,15.03
E02005861,17.20
E02005862,17.29
E02005863,8.31
E02005864,4.60
E02005865,8.61
E02005866,13.44
E02005868,15.94
E02005869,28.11
E02005870,24.93
E02005871,9.21
E02005872,7.00
E02005873,6.75
E02005874,9.64
E02005875,14.69
E02005876,15.06
E02005877,17.37
E02005878,20.46
E02005879,24.33
E02005880,30.85
E02005881,30.67
E02005882,16.28
E02005883,33.21
E02005884,19.09
E02005885,32.35
E02005886,18.42
E02005887,42.38
E02005888,46.96
E02005889,27.70
E02005890,10.68
E02005891,52.77
E02005892,8.98
E02005893,31.00
E02005894,18.48
E02005895,12.55
E02005896,11.49
E02005897,14.42
E02005898,24.01
E02005899,29.46
E02005900,5.47
E02005901,17.22
E02005902,33.59
E02005903,14.33
E02005904,11.34
E02005905,8.72
E02005906,8.82
E02005907,7.65
E02005908,6.93
E02005909,5.33
E02005910,10.09
E02005911,4.96
E02005912,5.95
E02005913,6.96
E02005914,14.08
E02005915,9.59
E02005916,8.13
E02005917,4.62
E02005918,8.90
E02005919,10.34
E02005920,4.39
E02005921,13.01
E02005922,12.20
E02005923,23.39
E02005924,21.76
E02005925,28.95
E02005926,10.18
E02005927,8.30
E02005928,4.57
E02005929,9.77
E02005930,10.03
E02005931,9.52
E02005932,5.44
E02005933,11.32
E02005934,14.07
E02005935,8.22
E02005936,13.35
E02005937,8.32
E02005938,10.48
E02005939,9.45
E02005940,8.90
E02005941,10.42
E02005942,6.80
E02005943,8.75
E02005944,31.85
E02005945,7.52
E02005946,11.16
E02005947,16.14
E02005948,14.80
E02005949,20.83
E02005950,18.32
E02005951,18.06
E02005952,17.25
E02005953,16.75
E02005954,17.15
E02005955,29.95
E02005956,36.17
E02005957,35.33
E02005958,4.95
E02005959,11.03
E02005960,6.78
E02005961,7.21
E02005962,7.98
E02005963,15.86
E02005964,6.63
E02005965,10.68
E02005966,5.04
E02005967,13.12
E02005968,8.48
E02005969,8.95
E02005970,17.38
E02005971,12.33
E02005972,6.78
E02005973,8.91
E02005974,4.38
E02005975,4.44
E02005976,6.97
E02005977,5.20
E02005978,6.05
E02005979,6.20
E02005980,7.63
E02005981,4.69
E02005982,5.37
E02005983,12.53
E02005984,7.79
E02005985,15.33
E02005986,10.24
E02005987,8.95
E02005988,6.84
E02005991,7.05
E02005992,9.76
E02005993,9.94
E02005994,8.44
E02005995,8.49
E02005996,5.05
E02005997,6.09
E02005998,4.20
E02005999,7.69
E02006000,8.72
E02006001,9.59
E02006002,11.74
E02006003,9.95
E02006004,10.95
E02006005,6.59
E02006006,7.20
E02006007,6.56
E02006008,13.35
E02006009,10.03
E02006010,15.98
E02006011,11.63
E02006012,14.42
E02006013,17.36
E02006014,18.79
E02006015,19.98
E02006016,21.29
E02006017,17.65
E02006018,18.68
E02006019,15.60
E02006020,18.98
E02006021,14.09
E02006022,12.48
E02006023,17.05
E02006024,19.39
E02006025,18.96
E02006026,14.53
E02006027,18.00
E02006028,15.83
E02006029,28.76
E02006030,18.74
E02006031,18.92
E02006032,21.52
E02006033,13.71
E02006034,10.02
E02006035,9.73
E02006036,13.41
E02006037,11.01
E02006038,10.48
E02006039,13.50
E02006040,17.37
E02006041,20.97
E02006042,12.07
E02006043,22.94
E02006044,20.29
E02006045,19.26
E02006046,17.52
E02006047,15.92
E02006048,14.71
E02006049,7.89
E02006050,27.22
E02006051,12.90
E02006052,14.18
E02006053,20.47
E02006054,17.32
E02006055,17.00
E02006056,16.91
E02006057,27.44
E02006058,11.39
E02006059,15.64
E02006060,20.58
E02006061,8.91
E02006062,12.75
E02006063,11.52
E02006064,19.62
E02006065,25.61
E02006066,16.95
E02006067,13.46
E02006068,39.35
E02006069,30.41
E02006070,16.66
E02006071,10.39
E02006072,14.25
E02006073,41.29
E02006074,16.02
E02006075,15.05
E02006076,11.90
E02006077,14.26
E02006078,14.96
E02006079,15.52
E02006080,12.72
E02006081,17.81
E02006082,13.80
E02006083,13.58
E02006084,15.44
E02006085,14.49
E02006086,14.11
E02006087,23.05
E02006088,29.68
E02006089,31.73
E02006090,16.47
E02006091,13.76
E02006092,7.05
E02006093,13.65
E02006094,16.05
E02006095,16.82
E02006096,16.89
E02006097,27.12
E02006098,15.31
E02006099,11.68
E02006100,12.61
E02006101,14.08
E02006102,31.13
E02006103,12.29
E02006104,13.11
E02006105,18.46
E02006106,14.51
E02006107,35.31
E02006108,17.55
E02006109,4.39
E02006110,22.31
E02006111,11.57
E02006112,11.47
E02006113,19.70
E02006114,21.06
E02006115,29.64
E02006116,22.40
E02006117,23.70
E02006118,10.27
E02006119,28.54
E02006120,21.02
E02006121,21.03
E02006122,19.87
E02006123,15.99
E02006124,35.31
E02006125,27.79
E02006126,15.06
E02006127,8.12
E02006128,16.13
E02006129,33.19
E02006130,20.19
E02006131,14.00
E02006132,16.51
E02006133,13.30
E02006134,9.22
E02006135,7.38
E02006136,11.99
E02006137,24.10
E02006138,35.61
E02006139,30.98
E02006140,21.26
E02006141,32.95
E02006142,6.77
E02006143,10.12
E02006144,31.29
E02006145,7.11
E02006146,14.58
E02006147,7.60
E02006148,7.42
E02006149,23.87
E02006150,7.86
E02006151,15.14
E02006152,8.05
E02006153,10.00
E02006154,9.41
E02006155,26.12
E02006156,8.08
E02006157,18.62
E02006158,10.33
E02006159,24.33
E02006160,24.53
E02006161,10.32
E02006162,15.03
E02006163,24.66
E02006164,35.38
E02006165,15.54
E02006166,9.66
E02006167,35.77
E02006168,27.08
E02006169,14.89
E02006170,11.62
E02006171,16.90
E02006172,6.08
E02006173,11.50
E02006174,10.68
E02006175,20.47
E02006176,11.92
E02006177,11.89
E02006178,18.70
E02006179,10.70
E02006180,19.13
E02006181,17.20
E02006182,4.80
E02006183,6.25
E02006184,10.74
E02006185,16.65
E02006186,9.19
E02006187,9.71
E02006188,11.02
E02006189,12.42
E02006190,14.38
E02006191,7.54
E02006192,10.82
E02006193,8.66
E02006194,20.71
E02006195,7.07
E02006196,21.24
E02006197,20.69
E02006198,7.79
E02006199,9.42
E02006200,31.90
E02006201,2.79
E02006202,10.52
E02006203,25.04
E02006204,26.39
E02006205,9.85
E02006206,25.91
E02006207,10.44
E02006208,24.31
E02006209,9.46
E02006210,18.05
E02006211,8.10
E02006212,9.19
E02006213,18.42
E02006214,18.72
E02006215,12.38
E02006216,8.53
E02006217,12.49
E02006218,30.36
E02006219,21.20
E02006220,17.60
E02006221,15.00
E02006222,28.17
E02006223,43.67
E02006224,13.36
E02006225,8.46
E02006226,15.16
E02006227,15.40
E02006228,15.13
E02006229,14.86
E02006230,11.07
E02006231,12.80
E02006232,16.29
E02006233,24.62
E02006234,21.22
E02006235,14.13
E02006236,7.28
E02006237,12.78
E02006238,21.10
E02006239,13.88
E02006240,17.31
E02006241,18.59
E02006242,14.85
E02006243,20.03
E02006245,30.29
E02006246,12.51
E02006247,27.32
E02006248,15.69
E02006249,14.93
E02006250,34.58
E02006251,29.20
E02006252,15.01
E02006253,9.85
E02006254,38.85
E02006255,17.61
E02006256,35.83
E02006257,28.73
E02006258,33.65
E02006259,31.29
E02006260,34.54
E02006261,15.16
E02006262,13.50
E02006263,14.45
E02006264,8.16
E02006265,14.10
E02006266,11.60
E02006267,12.62
E02006268,24.92
E02006269,10.20
E02006270,10.82
E02006271,10.84
E02006272,9.42
E02006273,14.02
E02006274,13.58
E02006275,24.98
E02006276,12.46
E02006277,5.44
E02006278,16.88
E02006279,12.96
E02006280,13.64
E02006281,13.08
E02006282,14.05
E02006283,14.64
E02006284,19.31
E02006285,16.90
E02006286,20.23
E02006287,20.15
E02006288,13.88
E02006289,16.95
E02006290,16.09
E02006291,9.68
E02006292,12.21
E02006293,14.29
E02006294,11.18
E02006295,7.83
E02006296,6.47
E02006297,5.16
E02006298,12.68
E02006299,7.34
E02006300,30.55
E02006301,20.55
E02006302,15.90
E02006303,41.11
E02006304,17.04
E02006305,47.61
E02006306,26.15
E02006307,9.39
E02006308,56.35
E02006309,33.32
E02006310,16.90
E02006311,22.28
E02006312,13.62
E02006313,19.88
E02006314,20.09
E02006315,17.25
E02006316,17.65
E02006317,8.73
E02006318,4.56
E02006319,13.28
E02006320,19.53
E02006321,3.81
E02006322,4.97
E02006323,7.34
E02006324,9.00
E02006325,3.24
E02006326,6.03
E02006327,3.90
E02006328,7.25
E02006329,8.07
E02006330,10.25
E02006331,4.09
E02006332,6.21
E02006333,10.81
E02006334,3.95
E02006335,5.40
E02006336,15.36
E02006337,3.59
E02006338,5.80
E02006339,14.89
E02006341,11.26
E02006342,9.31
E02006343,6.83
E02006344,8.80
E02006345,10.01
E02006346,3.88
E02006347,8.94
